counterparty,time_years,path,exposure,hazard_rate,default_weight
Bank B,1.5,50,189912.09853647338,0.029125778464194296,0.006994080028783767
Bank B,1.5,51,614165.5671058033,0.02499406585862103,0.004397424949967199
Bank B,1.5,52,3706047.7667203518,0.012084052039731345,0.005260733590254474
Bank B,1.5,53,1940055.3520573352,0.028419940434374766,0.0065753230666071305
Bank B,1.5,54,1701290.7472523001,0.029937583590755608,0.006345269467334713
Bank B,1.5,55,1505710.4862578271,0.03593484418540719,0.007298744536557322
Bank B,1.5,56,2389208.079413412,0.03590139035182614,0.007215245142941584
Bank B,1.5,57,3202385.3487024973,0.03164158899317515,0.008691727392118542
Bank B,1.5,58,3149093.9604379823,0.03404329399896817,0.007611095574457716
Bank B,1.5,59,2480796.81740419,0.02944826258681959,0.006214578663936932
Bank B,1.5,60,978017.0101220225,0.026176745216919917,0.006547801135111775
Bank B,1.5,61,2079847.5255675358,0.016130556114265823,0.0034763471695939963
Bank B,1.5,62,2425537.517945096,0.0322956511489226,0.007221592045487668
Bank B,1.5,63,1665560.6410031149,0.03695593676394003,0.007244970172143872
Bank B,1.5,64,4626676.766622262,0.04490678995240086,0.00964992905264117
Bank B,1.5,65,3200416.4453158844,0.029499887467149148,0.006807826009895934
Bank B,1.5,66,1237590.8933576127,0.03913753333965392,0.0090596081877099
Bank B,1.5,67,613421.869729765,0.01723154424307444,0.0037264800466154657
Bank B,1.5,68,3018687.866767067,0.018612032689959826,0.005158867426969027
Bank B,1.5,69,2753118.0518711177,0.03595331106843417,0.007923348934107177
Bank B,1.5,70,0.0,0.026122588710558902,0.008440041370768703
Bank B,1.5,71,1079367.140764571,0.02294009461229289,0.006486223046872186
Bank B,1.5,72,789554.856330835,0.034567092530237584,0.007759966168327637
Bank B,1.5,73,352007.8546454848,0.02766422744774572,0.0076254399947986995
Bank B,1.5,74,2163368.247792294,0.04375423659013576,0.009644223047060474
Bank B,1.5,75,3611709.492902403,0.028365375324971825,0.006027623179150954
Bank B,1.5,76,3689091.4102314757,0.043782409051229626,0.010087158511189687
Bank B,1.5,77,1347540.1662973324,0.03396427957905907,0.006960123435008958
Bank B,1.5,78,1633739.7409385163,0.027891928120678356,0.006432430061994121
Bank B,1.5,79,1649653.7855326477,0.051280251597416976,0.01210870166382405
Bank B,1.5,80,2276732.7205324657,0.03799680188066993,0.007461253190005013
Bank B,1.5,81,864720.2360657607,0.02260121726568994,0.005811058640270317
Bank B,1.5,82,5131628.301345412,0.034181761530143254,0.007913151734652901
Bank B,1.5,83,2598105.428834173,0.048101820576221095,0.011381205876469402
Bank B,1.5,84,1576225.0214929786,0.029829089845706903,0.008036749578518743
Bank B,1.5,85,1195911.5292413454,0.03020726163578557,0.006346869299705071
Bank B,1.5,86,2572358.4824355403,0.03911481249592021,0.00936898907985706
Bank B,1.5,87,38162.59614556582,0.02432672367896528,0.005089708446436969
Bank B,1.5,88,0.0,0.0048511063775397885,0.00175924983984177
Bank B,1.5,89,2413293.5884104795,0.030158399319050674,0.006529735798366576
Bank B,1.5,90,1933032.7136740803,0.016722674788235376,0.00418064362284265
Bank B,1.5,91,1765246.495720431,0.022253009976285335,0.004603029482627474
Bank B,1.5,92,4491549.690014954,0.02574518887523068,0.006260196646979188
Bank B,1.5,93,2341851.311190649,0.030085009638887477,0.007265630069632434
Bank B,1.5,94,1111147.043403059,0.01625083009383669,0.0037139459372481642
Bank B,1.5,95,1418749.5686783872,0.02354642592185865,0.005575375378984115
Bank B,1.5,96,3022683.324092959,0.038162882492812765,0.007735715197254134
Bank B,1.5,97,906361.3686954082,0.02593312301296278,0.005584121902097339
Bank B,1.5,98,3641462.337995523,0.03242440108061325,0.007632126146194129
Bank B,1.5,99,1509264.275902587,0.045659942848390575,0.010119080938869374
Bank B,1.5,100,1425786.0091543968,0.017383258342129605,0.005962943121359809
Bank B,1.5,101,1747646.8145653126,0.035849598771323946,0.007412974765494629
Bank B,1.5,102,2094872.7100036363,0.03014036116123001,0.007397411470903004
Bank B,1.5,103,2191969.5983100827,0.03891369866450141,0.00864152848022759
Bank B,1.5,104,1322423.119945518,0.029388329133998695,0.006245056335865362
Bank B,1.5,105,751297.4022934324,0.020323871353517837,0.005095754179564538
Bank B,1.5,106,766808.2385797802,0.024468294894658446,0.004842051752398158
Bank B,1.5,107,5040819.909312712,0.01773729836319162,0.00405462325647632
Bank B,1.5,108,3037192.993199028,0.023871698780399696,0.005414105040152828
Bank B,1.5,109,564853.3624947717,0.016202299179843616,0.002789748246472934
Bank B,1.5,110,395238.0747753072,0.020208958735054947,0.005250378143324186
Bank B,1.5,111,923952.1152305446,0.022085541433672595,0.004773391290194717
Bank B,1.5,112,3933265.2009134796,0.035860190249461694,0.00784973058275762
Bank B,1.5,113,754618.7620793968,0.029539614925930623,0.0069652537919767665
Bank B,1.5,114,3395613.769538393,0.04402645101748614,0.010191085091542873
Bank B,1.5,115,3176175.3840066446,0.031488058811172864,0.007612953039307646
Bank B,1.5,116,4066545.479753246,0.04997572065369436,0.011192526308136164
Bank B,1.5,117,1337262.0406510562,0.026374876736813168,0.006200675816008916
Bank B,1.5,118,1203749.524333715,0.023847780501424495,0.0063270286042664825
Bank B,1.5,119,2362578.839130142,0.02361943008676695,0.0074366192712397305
Bank B,1.5,120,286020.46625963436,0.02781137964887459,0.00592481308639603
Bank B,1.5,121,1212394.7729823573,0.013329141826175804,0.003664096000557726
Bank B,1.5,122,4931261.100425445,0.029903279352178437,0.00754203820517152
Bank B,1.5,123,2763193.7541465657,0.046216654162011435,0.00941704391675069
Bank B,1.5,124,1310585.7147527365,0.030235417999134356,0.005951606145208066
Bank B,1.5,125,1129274.052503625,0.043041157998923066,0.00939692221961197
Bank B,1.5,126,2247640.4479581155,0.025697266308487753,0.005088265855817897
Bank B,1.5,127,2633921.637534329,0.037238318212036534,0.008306697658857165
Bank B,1.5,128,1322082.5300345256,0.02036837817534107,0.004313863520429839
Bank B,1.5,129,937292.1692021226,0.02645170047503506,0.00825391329047298
Bank B,1.5,130,3621742.427258242,0.021303346626378644,0.005507857677441552
Bank B,1.5,131,1025630.4338422103,0.030984272792016272,0.00689911162363821
Bank B,1.5,132,1711837.6912576787,0.01915291247476188,0.004339305997895226
Bank B,1.5,133,1199269.7128723024,0.01742907130261289,0.0036205251405042604
Bank B,1.5,134,2127548.1927363966,0.03016759745429226,0.00799490641059053
Bank B,1.5,135,1360880.9848317148,0.021135824662293697,0.006357740556551028
Bank B,1.5,136,1313615.2071806013,0.03775390191612773,0.008061948198967328
Bank B,1.5,137,771871.8651612237,0.02199181740561926,0.005941055088837022
Bank B,1.5,138,1172752.073727726,0.027720034541085157,0.007429788556989392
Bank B,1.5,139,3237231.8254051874,0.020791857685237725,0.005346788323673635
Bank B,1.5,140,1279298.9947907869,0.03484275739230231,0.009172678657869082
Bank B,1.5,141,1719663.0896124905,0.04000996481784894,0.008641295645823721
Bank B,1.5,142,3226540.2685938114,0.02449169970994213,0.005866650633598147
Bank B,1.5,143,2320544.8667758014,0.016359252510748205,0.004247416183833175
Bank B,1.5,144,17102.538035818463,0.009083508254228281,0.002725095469277683
Bank B,1.5,145,3682564.4851481365,0.031259357560603156,0.007341846982886202
Bank B,1.5,146,900442.3281079774,0.027340531836797733,0.00654556224463354
Bank B,1.5,147,4284115.224263693,0.04871244470771159,0.010930811195191237
Bank B,1.5,148,2041350.7665922968,0.02974258156481485,0.006893053012548611
Bank B,1.5,149,1115081.7136244804,0.015561395363621338,0.005027786796102829
Bank B,1.5,150,5268370.88702501,0.0394075421056585,0.01093297467822496
Bank B,1.5,151,3442876.6662594983,0.038167104046994166,0.008846175765139686
Bank B,1.5,152,4391301.138396028,0.020886625732767852,0.004857277890911282
Bank B,1.5,153,973547.3955528759,0.02209169387903182,0.006095744946583381
Bank B,1.5,154,1103872.9736666111,0.029516913212795017,0.00644748003338913
Bank B,1.5,155,2337545.6402438735,0.014361549618930377,0.003651978721238347
Bank B,1.5,156,1462262.6154951623,0.02327819034752953,0.0067800929288986955
Bank B,1.5,157,1126741.8917449773,0.03217299638401873,0.006958329645574968
Bank B,1.5,158,1860161.6843900583,0.023420324639801947,0.007064840526190941
Bank B,1.5,159,1416748.9712105875,0.014343120202613132,0.0038969329141766984
Bank B,1.5,160,3062883.876887477,0.035353118788055034,0.007685566776073238
Bank B,1.5,161,1358322.6721160794,0.025991156137649147,0.005984790319686462
Bank B,1.5,162,4471242.8237120565,0.04452709317057886,0.011967542871308412
Bank B,1.5,163,1993840.684524424,0.042806831146482885,0.011063088055161985
Bank B,1.5,164,1706787.239243755,0.02888676404971898,0.0069086701608764844
Bank B,1.5,165,1480176.2583909808,0.026776179246378994,0.007246521508513126
Bank B,1.5,166,1068881.6585527442,0.02212800130687332,0.006709694373625674
Bank B,1.5,167,2480911.020278368,0.03793690614651093,0.00823741895036667
Bank B,1.5,168,0.0,0.02697907276998874,0.007257408787522901
Bank B,1.5,169,2036547.2091875316,0.03262606846388423,0.007003266366697791
Bank B,1.5,170,2183712.555763902,0.021019611907050637,0.005236262362476762
Bank B,1.5,171,2095174.4227385875,0.02490783880052894,0.005264032666751239
Bank B,1.5,172,887690.9951893532,0.041281746343326015,0.008482067854814757
Bank B,1.5,173,1625773.1861704658,0.025340255785224003,0.0073473956485533565
Bank B,1.5,174,435953.23561058985,0.015103285139063302,0.004069373435358736
Bank B,1.5,175,741366.0254473875,0.02185189716210596,0.005581755506515407
Bank B,1.5,176,1489057.4887242275,0.03897006295936398,0.008930993415549371
Bank B,1.5,177,1696434.3165204106,0.03376876328243693,0.006944553180117885
Bank B,1.5,178,1114418.1646373114,0.005875664384672304,0.0026091462399224774
Bank B,1.5,179,682555.6698871029,0.029268301690809573,0.005861333878386166
Bank B,1.5,180,902246.929384676,0.02693552610787838,0.007861265453389943
Bank B,1.5,181,4466169.381192364,0.03545202853113172,0.009419698524323228
Bank B,1.5,182,1640442.9457316438,0.031497957804296525,0.007136029941785749
Bank B,1.5,183,2619301.2123794854,0.03520947361336143,0.0077047377785388615
Bank B,1.5,184,0.0,0.019229156976308594,0.004011250492583773
Bank B,1.5,185,2018620.3595996299,0.01828189392290438,0.003977839247077841
Bank B,1.5,186,1967934.1173295872,0.02931989981293841,0.006976937852347764
Bank B,1.5,187,2877471.0155280977,0.0200804799732657,0.005415908246835799
Bank B,1.5,188,3112191.587682623,0.054936335121175225,0.012487518832051903
Bank B,1.5,189,2532742.3434228855,0.018772135387255445,0.004714988352304883
Bank B,1.5,190,3323663.4862552993,0.04925152613764436,0.012277029867414524
Bank B,1.5,191,2728429.324355324,0.028356924765940476,0.006891809979303054
Bank B,1.5,192,1463471.2866128152,0.016710930479242533,0.004846586076236781
Bank B,1.5,193,3023584.951817352,0.030495681912860978,0.006854108614831933
Bank B,1.5,194,3165283.014176599,0.030998820455669828,0.007363266047085926
Bank B,1.5,195,1616593.2441023062,0.02177476428058826,0.0056160788792528615
Bank B,1.5,196,3041292.0724500665,0.021098833045525664,0.005007026874479514
Bank B,1.5,197,1765871.8166551264,0.015197689183053116,0.004727384337720353
Bank B,1.5,198,699551.7990139157,0.021683160546565612,0.004746622858420979
Bank B,1.5,199,1592292.6864270954,0.023989139489039735,0.008338887160317388
Bank B,1.5,200,3356189.5829304103,0.05045311745699242,0.010276186668358167
Bank B,1.5,201,257151.60359880968,0.023207729750726387,0.00592390954167632
Bank B,1.5,202,2588985.4228113005,0.032062711634306816,0.00660404602510567
Bank B,1.5,203,297643.9393230978,0.007101995716607818,0.00181028668218286
Bank B,1.5,204,222440.5753873426,0.02930858142588697,0.007077009643680077
Bank B,1.5,205,1999700.1040392686,0.012695783480445696,0.003541169173804759
Bank B,1.5,206,1683351.0462731589,0.04196451210261996,0.0104042228720852
Bank B,1.5,207,2588125.0280368896,0.02090199458786241,0.004927875452176433
Bank B,1.5,208,2969247.4803399844,0.019009764089921836,0.0041094342913845505
Bank B,1.5,209,879733.7502157605,0.016076009692198634,0.0038688894173962707
Bank B,1.5,210,706608.0264240815,0.033048869478191294,0.006816892174615785
Bank B,1.5,211,501390.62020209833,0.02410934396068392,0.005567679214952492
Bank B,1.5,212,0.0,0.01585793189778873,0.00385433153772341
Bank B,1.5,213,1933435.774914979,0.03442300614399977,0.0082058958824619
Bank B,1.5,214,1113551.1509572903,0.036128021401660604,0.009877861580854685
Bank B,1.5,215,1247255.804129265,0.022950851338400417,0.004998971331677926
Bank B,1.5,216,650573.2320068341,0.019206274223121975,0.00635707569715116
Bank B,1.5,217,1037103.5009109341,0.01884350002154075,0.0046696391423658445
Bank B,1.5,218,4103311.4755974105,0.0198047413637346,0.006363522799535226
Bank B,1.5,219,1297214.8437820785,0.023205700544063613,0.0043930361731118195
Bank B,1.5,220,1051829.264820027,0.027776541030313025,0.007140981103268218
Bank B,1.5,221,1165701.9914067262,0.03933641918243587,0.0077570993473468075
Bank B,1.5,222,2795385.1348070675,0.04900237212335112,0.010581056589603954
Bank B,1.5,223,3534991.0227085603,0.031126471234099833,0.007233326618284686
Bank B,1.5,224,1595432.3663069352,0.02677781202594285,0.008248103158638664
Bank B,1.5,225,545642.533767063,0.023996819914525246,0.006145417543420906
Bank B,1.5,226,0.0,0.01992550303925713,0.005743175241924137
Bank B,1.5,227,4519592.774082642,0.047614814740327464,0.011675140265087092
Bank B,1.5,228,1240887.4532513919,0.024996968939109708,0.0066827575362677916
Bank B,1.5,229,1722359.3177739587,0.03354208980950066,0.0072186894902870335
Bank B,1.5,230,1332053.3202149852,0.02576475504328118,0.0058350824392492395
Bank B,1.5,231,1684426.4223386012,0.02355313807998606,0.005907507693857061
Bank B,1.5,232,1973642.9891442019,0.025288142346728083,0.00561592223383911
Bank B,1.5,233,4030602.2128986977,0.03244973095966928,0.009493473222198845
Bank B,1.5,234,481060.0951829717,0.014219536068133837,0.004069077901226903
Bank B,1.5,235,447121.0485556914,0.011755153855542759,0.003930804442170643
Bank B,1.5,236,0.0,0.01649224832712595,0.004550323578731863
Bank B,1.5,237,3027606.8988623866,0.023430630882288292,0.006084118775156466
Bank B,1.5,238,1691247.252017737,0.018157800844335225,0.0035250585934542
Bank B,1.5,239,1756491.8146809936,0.02166458595522756,0.005222061458922456
Bank B,1.5,240,671157.1142559833,0.03907221315280723,0.008832865404650336
Bank B,1.5,241,1555135.7963180698,0.027564590198751175,0.00824416693647756
Bank B,1.5,242,388859.82097737654,0.025273775130239002,0.005574602728903311
Bank B,1.5,243,2228124.8263361324,0.036893582561245294,0.007916998305634082
Bank B,1.5,244,3911512.752287758,0.028935326677639723,0.007760142339538256
Bank B,1.5,245,1010710.4179604605,0.028951521381577396,0.007272875280798674
Bank B,1.5,246,1279513.4814554127,0.03901522786541172,0.009428268247458127
Bank B,1.5,247,0.0,0.029837706432465402,0.007458080241238951
Bank B,1.5,248,1676517.0618915844,0.033624760404244995,0.007528405527984727
Bank B,1.5,249,1012528.0923153373,0.03164048060054539,0.007022350007934053
Bank B,1.5,250,1269210.744841637,0.029012664894756898,0.006598043511631402
Bank B,1.5,251,1017671.4824772204,0.021722849097372307,0.004869181795418842
Bank B,1.5,252,614581.5902283622,0.018003964030872004,0.004442080655852054
Bank B,1.5,253,562352.7691785004,0.020223402945284952,0.004633953718728878
Bank B,1.5,254,885714.6271259582,0.02166250566436231,0.004803437532738264
Bank B,1.5,255,2041947.8388065847,0.04005750383523563,0.009673511546260505
Bank B,1.5,256,1104134.752082221,0.007523629705155218,0.0025661844627716812
Bank B,1.5,257,3129482.3486888544,0.037650416111519695,0.008666086878242107
Bank B,1.5,258,2500959.757498769,0.035633079551781716,0.008611819758595263
Bank B,1.5,259,2441989.847049826,0.021246894406283037,0.00553764224257991
Bank B,1.5,260,976749.2237072996,0.027481646443174218,0.007505359891473162
Bank B,1.5,261,1496301.3063565802,0.030071254577032778,0.006018391792457223
Bank B,1.5,262,1915036.2973494043,0.017090928948479564,0.006423241029480664
Bank B,1.5,263,1258402.9826326245,0.03494730661822994,0.007382764569828781
Bank B,1.5,264,1013369.1452156176,0.031249202579109063,0.00677565078540987
Bank B,1.5,265,0.0,0.006676494063410643,0.0018238073809988542
Bank B,1.5,266,1645336.759614007,0.023803845981571488,0.0045641581414738175
Bank B,1.5,267,741624.3469713873,0.0251044752609634,0.0055196809675833736
Bank B,1.5,268,5914528.041415092,0.03243134241775285,0.007980568437108482
Bank B,1.5,269,2640296.3251806283,0.006798570980746765,0.00391925432034268
Bank B,1.5,270,1004493.2016695263,0.02525591639864494,0.006013832686040166
Bank B,1.5,271,1588055.7046060122,0.02891620658226168,0.007331958852696108
Bank B,1.5,272,1854335.3707922106,0.01951150709968266,0.004104770835750227
Bank B,1.5,273,1534321.31473085,0.009712739158270856,0.0035848829807737514
Bank B,1.5,274,780075.895336875,0.029349022036881812,0.006966053981145692
Bank B,1.5,275,1201714.298121308,0.03227208048742803,0.007482717302117026
Bank B,1.5,276,1094694.0630988767,0.012276441762990576,0.0027080585058176787
Bank B,1.5,277,760043.8815634667,0.01785938319875766,0.003793146100153799
Bank B,1.5,278,2415050.4229272977,0.04171023143546796,0.008431316671179467
Bank B,1.5,279,1770532.0524483004,0.025778707557283898,0.008151394508817078
Bank B,1.5,280,2739990.0023497697,0.028753851158739994,0.007303179547351268
Bank B,1.5,281,503640.66598936246,0.021695779331776827,0.004851445587184644
Bank B,1.5,282,3073445.584706217,0.02427797774983536,0.005661405016627596
Bank B,1.5,283,1303967.3646871997,0.04663821074632158,0.0101467142410131
Bank B,1.5,284,2791372.913223531,0.027207745286652513,0.0053512084219539124
Bank B,1.5,285,56832.875987251595,0.014191919263649079,0.0037787481993112326
Bank B,1.5,286,4457274.472955113,0.04434982476570226,0.009646159562089363
Bank B,1.5,287,0.0,0.017608237049487177,0.004494881877632695
Bank B,1.5,288,1778208.093997604,0.04061167341503758,0.009627533890500417
Bank B,1.5,289,1490770.8567076125,0.024026840764122086,0.0056137981937387504
Bank B,1.5,290,2039293.4088236706,0.03750496380199254,0.00929437410901679
Bank B,1.5,291,2272675.162359378,0.03133183599475677,0.006973294650934991
Bank B,1.5,292,4170940.628992457,0.0467819251612268,0.0109451634864558
Bank B,1.5,293,459933.78685442475,0.014197537936115036,0.0029253612100463844
Bank B,1.5,294,2449169.0643924605,0.0313927966983494,0.007453836816686321
Bank B,1.5,295,615126.9465065638,0.01729016599616747,0.0051130914221290125
Bank B,1.5,296,1235555.968576795,0.026632157445050996,0.006950747217362774
Bank B,1.5,297,516245.9378351699,0.01904262755572124,0.004594423242856416
Bank B,1.5,298,922252.1360983411,0.021965766008809888,0.006427166328565881
Bank B,1.5,299,2777991.7436321676,0.023838809637168053,0.005291230602358699
Bank B,1.5,300,3857550.445958752,0.04002405885635992,0.009002128755995042
Bank B,1.5,301,4464387.9817949105,0.031421731538056524,0.008544639638390028
Bank B,1.5,302,3184322.1637125267,0.021938818551984107,0.005169551019533758
Bank B,1.5,303,1427873.957696755,0.04113357600977585,0.008417983805617202
Bank B,1.5,304,1089570.7688473975,0.02473929285750908,0.0057738627955062904
Bank B,1.5,305,1848302.6930540437,0.026500094705956368,0.006558134047298103
Bank B,1.5,306,705549.7530826824,0.025946476258552217,0.0077697740674791405
Bank B,1.5,307,1515960.711850911,0.026554670079438892,0.0071122225843839315
Bank B,1.5,308,998281.4744468582,0.0353634636165653,0.007727384778716595
Bank B,1.5,309,1241247.1688050013,0.030604830787787862,0.007190975477431083
Bank B,1.5,310,2508356.711849735,0.036851810632257356,0.007942632676808503
Bank B,1.5,311,1444169.4484185213,0.022375244576806237,0.007058630904077101
Bank B,1.5,312,1198247.7381210993,0.016660820895213268,0.003548238199061693
Bank B,1.5,313,1758040.3412962153,0.024983765189365806,0.006041507222054876
Bank B,1.5,314,3046718.717971006,0.026943598238483808,0.00715215732001373
Bank B,1.5,315,1681949.776853959,0.030799281437013538,0.007067698233945818
Bank B,1.5,316,2653313.1800149437,0.026830859519038668,0.008967787558284757
Bank B,1.5,317,730220.266407314,0.03420820982082577,0.009369511292149468
Bank B,1.5,318,3044576.4037684244,0.02335593462881079,0.004450477012151621
Bank B,1.5,319,2217722.8514884934,0.04714809206429265,0.011089404782970713
Bank B,1.5,320,1849004.8572540923,0.01851016562089912,0.0037051188483885333
Bank B,1.5,321,1059027.712660606,0.021038850225050074,0.0048961384559835786
Bank B,1.5,322,2789556.602554664,0.0330226956549478,0.0071539691864185295
Bank B,1.5,323,2003855.0278004205,0.022401973235112636,0.004659497976474358
Bank B,1.5,324,4065991.2388283005,0.047467737546803564,0.011616228183981114
Bank B,1.5,325,1528804.562266741,0.022035061618233244,0.004597845482585572
Bank B,1.5,326,1720754.819432081,0.02830072031797886,0.0064723644287415505
Bank B,1.5,327,1313268.5135962598,0.049229889129810994,0.011467177654132965
Bank B,1.5,328,1210340.108377939,0.03764648727328335,0.00867688806922351
Bank B,1.5,329,368165.88543282787,0.006419751980985361,0.0015081948734425588
Bank B,1.5,330,1180311.9469803188,0.03086329691804794,0.006482096771534884
Bank B,1.5,331,6078558.247423147,0.057153219437232894,0.012385744410088662
Bank B,1.5,332,2321215.000981623,0.023424553012967978,0.0062079066131103255
Bank B,1.5,333,3059778.7831983864,0.03617893442067099,0.008396321117655758
Bank B,1.5,334,994855.5397549941,0.022256401466368793,0.005093971759092875
Bank B,1.5,335,4090346.4316442935,0.037536610813945034,0.008611545608083304
Bank B,1.5,336,0.0,0.03221051901221575,0.0072733956899379
Bank B,1.5,337,742517.8453552756,0.02051410675465718,0.005604347092306616
Bank B,1.5,338,1088863.664503256,0.022017220948128743,0.004398458896135549
Bank B,1.5,339,902686.4440660756,0.036583166126068344,0.008418305000203352
Bank B,1.5,340,3506236.172921053,0.02521402879817852,0.006449907862650206
Bank B,1.5,341,1866770.7784859748,0.023742328134206035,0.006865560148571648
Bank B,1.5,342,1884150.42660016,0.01928723262970752,0.005462804570314006
Bank B,1.5,343,1935113.5259256698,0.02194070269330421,0.005126939647103201
Bank B,1.5,344,3168815.5105089187,0.03776825169135205,0.009290886414020538
Bank B,1.5,345,6202159.8629205655,0.03325060414878364,0.007061118025081692
Bank B,1.5,346,1612548.6195599106,0.030617912158387425,0.00822795840326096
Bank B,1.5,347,2410329.116889191,0.03224327407329069,0.00668265687243097
Bank B,1.5,348,1819541.6372187252,0.018070867310895515,0.003836512087347921
Bank B,1.5,349,3586318.7800807375,0.03396940802450413,0.00759808478645152
Bank B,1.5,350,1748349.9669468952,0.02546676930450795,0.005499761936763603
Bank B,1.5,351,3608251.8741614856,0.05471036746301973,0.012450156932750645
Bank B,1.5,352,4326351.113509364,0.039925844083611974,0.008594335690383037
Bank B,1.5,353,1956344.1015678877,0.01846879050923083,0.0041403936245062445
Bank B,1.5,354,4450798.805975095,0.038903681158866346,0.00946114860255065
Bank B,1.5,355,2663072.581493285,0.01913614639495115,0.0054713124575856975
Bank B,1.5,356,3741474.6231565806,0.022765693051555062,0.00679572545068996
Bank B,1.5,357,286927.65109346795,0.01703309931258289,0.004096433224886398
Bank B,1.5,358,2937042.3998894766,0.025379268203375847,0.00618925518943636
Bank B,1.5,359,1727038.8516889443,0.025157491914974933,0.005746201613357149
Bank B,1.5,360,2830074.74917336,0.029483890353787505,0.007916169505595372
Bank B,1.5,361,2029258.0267201646,0.03984684303197225,0.008013727691896455
Bank B,1.5,362,824889.4436446752,0.007397476173856665,0.0025226190217907396
Bank B,1.5,363,2403924.529251277,0.033624344728986726,0.00782562499432471
Bank B,1.5,364,1273111.645981792,0.016273099948771373,0.0032272949597491607
Bank B,1.5,365,2266722.353935709,0.021886442253822785,0.005000293933214661
Bank B,1.5,366,1625528.7315101093,0.017073845036679438,0.0030358428124548364
Bank B,1.5,367,4750163.817484167,0.03243371709675622,0.008516546258375723
Bank B,1.5,368,1233853.6362838554,0.024148529625947508,0.008052780213888444
Bank B,1.5,369,945011.1856459433,0.030250410775840293,0.006274866381718258
Bank B,1.5,370,2897683.3330286737,0.037281290077110736,0.009446456837374329
Bank B,1.5,371,2368255.9994621943,0.03843069077493672,0.009613718736792398
Bank B,1.5,372,2893704.172328688,0.02354676427714449,0.006251783208653938
Bank B,1.5,373,4432613.272208684,0.03234553179817232,0.007847474424929501
Bank B,1.5,374,808100.099143237,0.024357201972146827,0.006266292515499816
Bank B,1.5,375,3769680.7519909106,0.024641520886512436,0.005593109632899829
Bank B,1.5,376,1834738.2077168433,0.017450309109949838,0.00507920526961958
Bank B,1.5,377,1918909.5683617932,0.03107842671604742,0.006711955615495646
Bank B,1.5,378,0.0,0.02814328481237281,0.006482552279489795
Bank B,1.5,379,1013084.1871796517,0.03683851610613095,0.008078559268032692
Bank B,1.5,380,2452286.0368304793,0.02800848496913723,0.006501588876246744
Bank B,1.5,381,887699.8779073388,0.01707549984483503,0.003638403445370031
Bank B,1.5,382,958291.2694028112,0.024322163959572304,0.006386402994786322
Bank B,1.5,383,3279768.4840170788,0.06353219329632848,0.013776409115373367
Bank B,1.5,384,1177898.1956801664,0.014377518064472036,0.003977156074984833
Bank B,1.5,385,984358.4538600309,0.03524424560880971,0.008387950157911939
Bank B,1.5,386,914799.281503747,0.027284744855339084,0.0070426790002459105
Bank B,1.5,387,2986136.8047639546,0.03453001433493986,0.008083396130082354
Bank B,1.5,388,3697021.0520903035,0.04373416780210445,0.012082767236406333
Bank B,1.5,389,1385674.2200144455,0.02793183182201369,0.00619807317087695
Bank B,1.5,390,2790379.9905914976,0.032236949228765036,0.00715099739293823
Bank B,1.5,391,735340.7499840447,0.028682677378690204,0.005727352026265287
Bank B,1.5,392,4610951.280632963,0.04559683293087792,0.011683234870146997
Bank B,1.5,393,2088827.9090405502,0.028227635551721204,0.006083596717876172
Bank B,1.5,394,754587.3211292602,0.02218467428499575,0.00516331706260309
Bank B,1.5,395,2138864.212472073,0.02226640307502921,0.005884936008508923
Bank B,1.5,396,4269923.410139804,0.02503064973764941,0.00605536249529659
Bank B,1.5,397,4284518.066627022,0.010338634900676802,0.0030137871563227225
Bank B,1.5,398,2838513.5582745546,0.033715250892371644,0.0072715899991241395
Bank B,1.5,399,550238.3682353338,0.0128726900995293,0.003210612906239807
Bank B,1.5,400,2443661.713589856,0.021495971059881484,0.004959548384910195
Bank B,1.5,401,2906872.5508179013,0.0377062438366291,0.008157289496629083
Bank B,1.5,402,4303831.303805523,0.050660746131513945,0.013246003035609522
Bank B,1.5,403,919415.9893129967,0.022999871810209266,0.005489525412249896
Bank B,1.5,404,3467665.449288305,0.03094562313028031,0.008667214368162646
Bank B,1.5,405,1228603.8597467737,0.025290930699264164,0.0062581347643798635
Bank B,1.5,406,668873.4217469245,0.0358300427335732,0.007609133992442563
Bank B,1.5,407,3409039.3262414397,0.04505792844912106,0.009408791150945284
Bank B,1.5,408,5283154.835485888,0.041540003118055606,0.010150169764433836
Bank B,1.5,409,873194.9976397807,0.037749368934000015,0.009242633192544258
Bank B,1.5,410,3060132.346142306,0.027258281019837786,0.007206128774033038
Bank B,1.5,411,3446907.2920464883,0.016807647776953687,0.00406385232006623
Bank B,1.5,412,4043335.30529269,0.04341020626522686,0.009514608997453933
Bank B,1.5,413,2636742.6407409897,0.04006469538039656,0.00921855993235976
Bank B,1.5,414,1715333.4967402664,0.029298938820320863,0.007270037832338927
Bank B,1.5,415,2532788.8566597495,0.028468302957910446,0.007917938798491009
Bank B,1.5,416,2466801.2361529414,0.04244819247981983,0.009519529349284572
Bank B,1.5,417,1223455.5909309129,0.030435927514110582,0.007502873270670896
Bank B,1.5,418,1184923.92242236,0.04716787894698216,0.009982078579007014
Bank B,1.5,419,3146430.102209127,0.04217901694709837,0.010226562424835994
Bank B,1.5,420,3686963.9553922806,0.023395576030799527,0.00491101607074651
Bank B,1.5,421,2427812.950982224,0.029714769558943935,0.006872070954366261
